business_title,business_address,business_phone,business_city,state,zipcode,business_website,business_emails
Taco Bell,"31-22 Farrington St\, Queens\, NY 11354",(929) 468-2525,31-22 Farrington St, Queens,11354,locations.tacobell.com,-
Parsons Diner,"2527 Parsons Blvd\, Queens\, NY 11354",(718) 353-2223,2527 Parsons Blvd, Queens,11354,N/A,-
Mr. Chan\'s Chinese Cuisine,"3021 Stratton St\, Queens\, NY 11354",(718) 886-5666,3021 Stratton St, Queens,11354,N/A,-
Subway,"40-24 College Point Blvd Space B227\, Queens\, NY 11354",(718) 460-4700,40-24 College Point Blvd Space B227, Queens,11354,restaurants.subway.com,-
McDonald\'s,"3001 Stratton St\, Queens\, NY 11354",(718) 539-4570,3001 Stratton St, Queens,11354,mcdonalds.com,-
Namudol,"29-08 Union St\, Flushing\, NY 11354",(718) 961-4742,29-08 Union St, Flushing,11354,N/A,-
Sal\'s Deli,"129-08 20th Ave\, College Point\, NY 11356",(718) 661-9498,129-08 20th Ave, College Point,11356,N/A,-
Union Sushi,"36-30 Union St\, Queens\, NY 11354",(347) 368-4347,36-30 Union St, Queens,11354,unionsushiflushing.com,-
Villaggio Ristorante Italian Bistro,"15007 14th Rd\, Queens\, NY 11357",(718) 747-1111,15007 14th Rd, Queens,11357,villaggiohome.com,-
Amore,"30-27 Stratton St\, Queens\, NY 11354",(718) 445-0579,30-27 Stratton St, Queens,11354,N/A,-
Concettina,"160-24 Willets Point Blvd\, Queens\, NY 11357",(718) 281-4210,160-24 Willets Point Blvd, Queens,11357,concettinarestaurant.com,-
Los Marinillos,"141-08 Northern Blvd\, Queens\, NY 11357",(929) 200-7035,141-08 Northern Blvd, Queens,11357,orderlosmarinillos.com,-
Nana Good Eats,"152-67A 10th Avenue Whitestone Plaza\, 153-01 10th Ave\, Whitestone\, NY 11357",(917) 908-0444,153-01 10th Ave, Whitestone,11357,nanagoodeats.com,-
Legend of Taste,"2002 Utopia Pkwy\, Queens\, NY 11357",(718) 423-4888,2002 Utopia Pkwy, Queens,11357,legendoftasteup.com,-
Il Nocello Ristorante Italiano,"14-27 150th St\, Queens\, NY 11357",(718) 767-9890,14-27 150th St, Queens,11357,ilnocelloristorantenyc.com,-
Royal Hunan Seafood Co.,"33rd Ave\, Flushing\, NY 11354",N/A,33rd Ave, Flushing,11354,N/A,-
Dr. Seafood Hot Pot & Bar,"45-08 Parsons Blvd\, Flushing\, NY 11355",(718) 737-4666,45-08 Parsons Blvd, Flushing,11355,N/A,-
Whitestone Diner,"149-21 14th Ave\, Queens\, NY 11357",(718) 746-6761,149-21 14th Ave, Queens,11357,whitestone-diner.com,-
El Recuerdo,"14605 34th Ave\, Flushing\, NY 11354",(718) 359-1370,14605 34th Ave, Flushing,11354,N/A,-
Riviera Ristorante,"1712 Utopia Pkwy\, Queens\, NY 11357",(718) 352-2225,1712 Utopia Pkwy, Queens,11357,rivieraristorante.com,-
ZHUMI BAKERY & RESTAURANT,"150-54 14th Ave\, Queens\, NY 11357",(347) 438-1607,150-54 14th Ave, Queens,11357,zhumimex.com,-
To Steki,"2014 Francis Lewis Blvd\, Queens\, NY 11357",(917) 563-7273,2014 Francis Lewis Blvd, Queens,11357,N/A,-
Erin\'s Isle,"15403 Cross Island Pkwy\, Whitestone\, NY 11357",(718) 746-8456,15403 Cross Island Pkwy, Whitestone,11357,erinsisleny.wixsite.com,-
Casa Asia,"149-45 14th Ave\, Whitestone\, NY 11357",(718) 767-6868,149-45 14th Ave, Whitestone,11357,casabistrony.com,-
Cafe Rustico,"726 149th St\, Whitestone\, NY 11357",(718) 357-3737,726 149th St, Whitestone,11357,N/A,-
Coquito Blu,"19-11 Francis Lewis Blvd\, Queens\, NY 11357",(718) 747-2600,19-11 Francis Lewis Blvd, Queens,11357,coquitoblu.com,-
Jägerhaus,"15-16 149th St\, Flushing\, NY 11357",(718) 767-3486,15-16 149th St, Flushing,11357,jagerhausnyc.com,-
Tasty Grill,"14-22 150th St\, Queens\, NY 11357",(718) 767-7200,14-22 150th St, Queens,11357,tastygrillny.com,-
Sergimmo Salumeria Whitestone,"150-39 14th Ave\, Whitestone\, NY 11357",(718) 939-4357,150-39 14th Ave, Whitestone,11357,sergimmo.com,-
Taco Azul,"14-09 150th St\, Queens\, NY 11357",(917) 285-2794,14-09 150th St, Queens,11357,tacoazulny.com,-
Gigi\'s Pizzeria - Whitestone,"2009 Francis Lewis Blvd\, Queens\, NY 11357",(718) 352-9200,2009 Francis Lewis Blvd, Queens,11357,gigispizzeriamenu.com,-
Cascarino\'s,"152-59 10th Ave\, Queens\, NY 11357",(718) 746-4370,152-59 10th Ave, Queens,11357,cascarinosmenu.com,-
Ginger and Lemongrass,"12-53 150th St\, Whitestone\, NY 11357",(347) 732-4720,12-53 150th St, Whitestone,11357,gingerandlemongrass.com,-
Health Kitchen,"1017 154th St\, Whitestone\, NY 11357",(718) 709-9010,1017 154th St, Whitestone,11357,healthkitchenfoods.com,-
SUSHI ME,"14-18 150th St\, Queens\, NY 11357",(718) 357-9999,14-18 150th St, Queens,11357,sushimewhitestone.com,-
Mezze,"1903 Utopia Pkwy\, Queens\, NY 11360",(718) 631-2110,1903 Utopia Pkwy, Queens,11360,N/A,-
Patsy\'s Pizzeria of Queens,"21-64 Utopia Pkwy\, Queens\, NY 11357",(718) 224-0200,21-64 Utopia Pkwy, Queens,11357,patsyspizzeriaofqueens.com,-
Empire Kitchen,"1702 Utopia Pkwy\, Queens\, NY 11357",(718) 352-2228,1702 Utopia Pkwy, Queens,11357,N/A,-
McDonald\'s,"160-11 Willets Point Blvd\, Queens\, NY 11357",(718) 746-6063,160-11 Willets Point Blvd, Queens,11357,mcdonalds.com,-
"Giovanna\'s Kitchen\, Inc","12-40 Clintonville St\, Queens\, NY 11357",(718) 767-4444,12-40 Clintonville St, Queens,11357,toastab.com,-
King\'s Chef Chinese Restaurant,"15327 Cross Island Pkwy\, Whitestone\, NY 11357",(718) 767-8100,15327 Cross Island Pkwy, Whitestone,11357,kingschefchineserestaurants.com,-
Pizza Chef,"153-81 Cross Island Pkwy\, Whitestone\, NY 11357",(718) 746-1255,153-81 Cross Island Pkwy, Whitestone,11357,pizzachef-whitestone.com,-
Lollipops Diner,"153-31 Cross Island Pkwy\, Queens\, NY 11357",(718) 746-4756,153-31 Cross Island Pkwy, Queens,11357,lollipopdiner.com,-
New Hong Kong,"10-17 154th St\, Whitestone\, NY 11357",(718) 767-2333,10-17 154th St, Whitestone,11357,N/A,-
Inca Paisa,"25-71 Francis Lewis Blvd\, Queens\, NY 11358",(718) 224-0332,25-71 Francis Lewis Blvd, Queens,11358,incapaisa.com,-
Nagoya Bistro,"2573 Francis Lewis Blvd\, Queens\, NY 11358",(718) 281-0188,2573 Francis Lewis Blvd, Queens,11358,nagoyabistro.com,-
Keilly,"21-40 Utopia Pkwy\, Queens\, NY 11357",(718) 352-1201,21-40 Utopia Pkwy, Queens,11357,qmenu.us,-
Vivo,"201-10 Cross Island Pkwy\, Bayside\, NY 11360",(718) 352-2300,201-10 Cross Island Pkwy, Bayside,11360,vivobayside.com,-
Green Garden,"2220 154th St\, Whitestone\, NY 11357",(718) 445-1215,2220 154th St, Whitestone,11357,N/A,-
View Pizzeria,"1502 150th St\, Queens\, NY 11357",(347) 732-4097,1502 150th St, Queens,11357,viewpizzeria.com,-
H Crab,"25-93 Francis Lewis Blvd\, Queens\, NY 11358",(718) 819-8835,25-93 Francis Lewis Blvd, Queens,11358,hcrabflushing.com,-
THE VILLAGE GREEN PUB WHITESTONE NY,"1417 150th St\, Whitestone\, NY 11357",(718) 747-7797,1417 150th St, Whitestone,11357,N/A,-
Valerio Gourmet Deli,"14-02 Clintonville St\, Queens\, NY 11357",(718) 357-3354,14-02 Clintonville St, Queens,11357,valeriogourmetdeli.com,-
Rebar By The Bridge,"15-07 150th St\, Whitestone\, NY 11357",(718) 746-6900,15-07 150th St, Whitestone,11357,N/A,-
The Stonebridge,"145-04 14th Ave\, Flushing\, NY 11357",(718) 767-1820,145-04 14th Ave, Flushing,11357,N/A,-
AnYeong Chicken,"160-42 Willets Point Blvd\, Queens\, NY 11357",(718) 971-9616,160-42 Willets Point Blvd, Queens,11357,N/A,-
End Zone,"14944 14th Ave\, Queens\, NY 11357",(718) 746-9654,14944 14th Ave, Queens,11357,N/A,-
Terrace Inn Inc,"2005 Francis Lewis Blvd\, Whitestone\, NY 11357",(718) 352-9819,2005 Francis Lewis Blvd, Whitestone,11357,N/A,-
Dunkin\',"1423 150th St\, Queens\, NY 11357",(718) 747-2472,1423 150th St, Queens,11357,locations.dunkindonuts.com,-
Parkside Pub,"2414 149th St\, Flushing\, NY 11357",(718) 463-4647,2414 149th St, Flushing,11357,N/A,-
Starbucks,"149-51 Cross Island Pkwy\, Queens\, NY 11357",(718) 715-1454,149-51 Cross Island Pkwy, Queens,11357,N/A,-
King Wok,"2567 Francis Lewis Blvd\, Queens\, NY 11358",(718) 352-2266,2567 Francis Lewis Blvd, Queens,11358,N/A,-
Gino\'s of Whitestone,"2523 Parsons Blvd\, Queens\, NY 11354",(718) 886-3411,2523 Parsons Blvd, Queens,11354,myginospizza.com,-
Tony\'s Beechhurst Deli,"11-18 154th St\, Whitestone\, NY 11357",(718) 767-8222,11-18 154th St, Whitestone,11357,N/A,-
Frankys Souvlaki,"Cross Island Pkwy\, Beechhurst\, NY 11357",(646) 879-2162,Cross Island Pkwy, Beechhurst,11357,N/A,-
Takara Sushi,"150-11 14th Ave\, Whitestone\, NY 11357",(718) 747-1465,150-11 14th Ave, Whitestone,11357,whitestonetakarasushi.com,-
Ponticello Baybridge Italian Restaurant & Pizzeria,"20818 Cross Island Pkwy\, Queens\, NY 11360",(718) 352-6606,20818 Cross Island Pkwy, Queens,11360,ponticellobaybridgeitalian.com,-
Dunkin\',"1030 154th St\, Queens\, NY 11357",(718) 767-0009,1030 154th St, Queens,11357,locations.dunkindonuts.com,-
The Juice Bar at Bad Ass Academy,"14-68 Clintonville St\, Queens\, NY 11357",(718) 801-8495,14-68 Clintonville St, Queens,11357,thejuicebarba.com,-
Dunkin\',"1029 Clintonville St\, Queens\, NY 11357",(718) 352-0300,1029 Clintonville St, Queens,11357,locations.dunkindonuts.com,-
Subway,"153-01 10th Ave\, Queens\, NY 11357",(718) 357-4250,153-01 10th Ave, Queens,11357,restaurants.subway.com,-
HASHI Ramen & Izakaya,"192-12 Northern Blvd\, Queens\, NY 11358",(718) 224-2961,192-12 Northern Blvd, Queens,11358,hashiramen.com,-
Signal,"162-15 Depot Rd\, Queens\, NY 11358",(917) 522-7808,162-15 Depot Rd, Queens,11358,signal162.com,-
The Sweet Sap,"189-11 Northern Blvd\, Queens\, NY 11358",(718) 225-1000,189-11 Northern Blvd, Queens,11358,thesweetsap.com,-
Dangol,"16030 Northern Blvd\, Queens\, NY 11358",(718) 353-4006,16030 Northern Blvd, Queens,11358,dangolnyc.com,-
Tang,"196-50 Northern Blvd\, Queens\, NY 11358",(718) 279-7080,196-50 Northern Blvd, Queens,11358,tang24.com,-
Firefly Bar & Food (The Bandi - Korean Style Bar),"194-17 Northern Blvd\, Queens\, NY 11358",(718) 314-0888,194-17 Northern Blvd, Queens,11358,bandibar.com,-
El Patron,"194-01 Northern Blvd\, Flushing\, NY 11358",(718) 819-2121,194-01 Northern Blvd, Flushing,11358,elpatronqueens.com,-
Piccolo Sogno,"195-14 47th Ave\, Flushing\, NY 11358",(718) 224-1717,195-14 47th Ave, Flushing,11358,piccolosognony.com,-
Primo Amore,"34-33 Francis Lewis Blvd\, Queens\, NY 11358",(718) 461-6100,34-33 Francis Lewis Blvd, Queens,11358,primoamorenyc.com,-
Chef Papa,"42-05 162nd St\, Queens\, NY 11358",(917) 688-3968,42-05 162nd St, Queens,11358,N/A,-
Hwa Lung Kitchen,"36-7 164th St\, Queens\, NY 11358",(718) 359-2624,36-7 164th St, Queens,11358,hwalungkitchenny.com,-
New Asian NY,"41-24 162nd St\, Queens\, NY 11358",(718) 463-2556,41-24 162nd St, Queens,11358,N/A,-
Graziella Restaurant,"33-29 Francis Lewis Blvd\, Flushing\, NY 11358",(718) 359-6788,33-29 Francis Lewis Blvd, Flushing,11358,graziellarestaurant.com,-
Myung San,"162-21 Depot Rd\, Queens\, NY 11358",(718) 888-1245,162-21 Depot Rd, Queens,11358,N/A,-
더 바삭 The Basac,"158-09B Northern Blvd\, Queens\, NY 11358",(718) 762-8484,158-09B Northern Blvd, Queens,11358,N/A,-
PHỚ Chè,"193-16 Northern Blvd\, Flushing\, NY 11358",(917) 563-1091,193-16 Northern Blvd, Flushing,11358,N/A,-
Yummy Noodle House,"33-35 Francis Lewis Blvd\, Queens\, NY 11358",(718) 888-7848,33-35 Francis Lewis Blvd, Queens,11358,yummynoodlehousenyc.wixsite.com,-
I am Kimchi,"45-14 162nd St\, Queens\, NY 11358",(315) 538-5285,45-14 162nd St, Queens,11358,facebook.com,-
Good Luck Kitchen,"17103 Northern Blvd\, Queens\, NY 11358",(718) 326-2533,17103 Northern Blvd, Queens,11358,goodluckkitchen.business.site,-
DOKDOYA Restaurant,"161-29 Crocheron Ave\, Queens\, NY 11358",(917) 563-1242,161-29 Crocheron Ave, Queens,11358,dokdoya.net,-
Mickey’s Place,"33-41 Francis Lewis Blvd\, Queens\, NY 11358",(347) 256-9190,33-41 Francis Lewis Blvd, Queens,11358,N/A,-
Lao Shen Hotpot,"160-34 Northern Blvd\, Queens\, NY 11358",(917) 908-0898,160-34 Northern Blvd, Queens,11358,laoshenhotpot.com,-
57\'s All American Grill,"33-45 Francis Lewis Blvd\, Queens\, NY 11358",(718) 353-3057,33-45 Francis Lewis Blvd, Queens,11358,57sburger.com,-
Northern 160 BBQ,"160-13 Northern Blvd\, Queens\, NY 11358",(347) 506-0000,160-13 Northern Blvd, Queens,11358,N/A,-
Gopchang Story Flushing,"160-18 Northern Blvd\, Queens\, NY 11358",(929) 200-7095,160-18 Northern Blvd, Queens,11358,gopchangstoryflushing.com,-
Niyom Thai Kitchen,"33-47 Francis Lewis Blvd\, Queens\, NY 11358",(718) 269-6821,33-47 Francis Lewis Blvd, Queens,11358,niyomthaikitchen.com,-
Gyro Corner NYC,"3269 Francis Lewis Blvd\, Flushing\, NY 11358",(718) 359-5454,3269 Francis Lewis Blvd, Flushing,11358,gyrocorneronline.com,-
Bonchon Flushing Northern,"189-08 Northern Blvd\, Queens\, NY 11358",(347) 438-1478,189-08 Northern Blvd, Queens,11358,locations.bonchon.com,-
Las Perlas,"16008 46th Ave\, Queens\, NY 11358",(718) 886-7363,16008 46th Ave, Queens,11358,N/A,-
Korea,"16221 Depot Rd\, Flushing\, NY 11358",(718) 888-1245,16221 Depot Rd, Flushing,11358,N/A,-
Great Wall,"19919 32nd Ave\, Flushing\, NY 11358",(718) 352-8899,19919 32nd Ave, Flushing,11358,greatwallflushingny.com,-
Teriyaki Monster,"43-54 162nd St\, Queens\, NY 11358",(718) 321-0762,43-54 162nd St, Queens,11358,teriyakimonsternyc.com,-
San Soo Kap San 2 | Korean BBQ Flushing | Korean Restaurant Flushing NY | 산수갑산2,"171-10 Northern Blvd\, Queens\, NY 11358",(718) 445-4850,171-10 Northern Blvd, Queens,11358,sansookapsan2.com,-
Jang Dok Dae,"172-14 46th Ave\, Queens\, NY 11358",(917) 908-0139,172-14 46th Ave, Queens,11358,jangdokdaeny.com,-
Tong Sam Gyup Goo Yi,"162-23 Depot Rd\, Queens\, NY 11358",(718) 359-4583,162-23 Depot Rd, Queens,11358,tongsamgyupgooyi.com,-
Asian Chef,"2904 172nd St\, Queens\, NY 11358",(718) 359-1313,2904 172nd St, Queens,11358,asianchefflushing.com,-
Michael & Sons Italian Food & Pizza,"19213 47th Ave\, Queens\, NY 11358",(718) 357-6528,19213 47th Ave, Queens,11358,michaelandsonsmenu.com,-
Incheon,"16225 Depot Rd\, Flushing\, NY 11358",(718) 321-1533,16225 Depot Rd, Flushing,11358,N/A,-
North Shore Diner,"19652 Northern Blvd\, Flushing\, NY 11358",(718) 225-8000,19652 Northern Blvd, Flushing,11358,N/A,-
Galbi Ma Eul,"19403 Northern Blvd\, Flushing\, NY 11358",(718) 819-2171,19403 Northern Blvd, Flushing,11358,N/A,-
Kalamaki GR,"2906 172nd St\, Flushing\, NY 11358",(718) 939-1616,2906 172nd St, Flushing,11358,kalamakigr.com,-
El Ranchero,"160-20 46th Ave\, Queens\, NY 11358",(718) 321-8429,160-20 46th Ave, Queens,11358,N/A,-
The Oasis Cafe,"196-30 Northern Blvd\, Flushing\, NY 11358",(718) 357-4843,196-30 Northern Blvd, Flushing,11358,theoasiscafe.com,-
Kumo Sushi,"33-23 Francis Lewis Blvd\, Queens\, NY 11358",(718) 321-1893,33-23 Francis Lewis Blvd, Queens,11358,baysidekumo.com,-
Vinny\'s,"19901 32nd Ave\, Flushing\, NY 11358",(718) 352-8447,19901 32nd Ave, Flushing,11358,N/A,-
Beat Mazesoba,"161-23 Crocheron Ave\, Queens\, NY 11358",(718) 799-0251,161-23 Crocheron Ave, Queens,11358,beatmazesoba.dine.online,-
Gyro World Flushing,"194-21 Northern Blvd\, Queens\, NY 11358",(718) 428-3800,194-21 Northern Blvd, Queens,11358,gyroworld.com,-
Taco Fun,"3267 Francis Lewis Blvd\, Queens\, NY 11358",(718) 358-2333,3267 Francis Lewis Blvd, Queens,11358,tacofunbayside.com,-
Doraon 1.5 Dak Galbi,"158-03 Northern Blvd\, Queens\, NY 11358",(917) 285-2772,158-03 Northern Blvd, Queens,11358,N/A,-
New Dragon,"1Fl\, 45-12 162nd St\, Queens\, NY 11358",(718) 358-5037,45-12 162nd St, Queens,11358,newdragonpan.com,-
신당동 즉석떡볶이 왕김밥플러싱,"41-04 162nd St\, Queens\, NY 11358",(718) 661-4770,41-04 162nd St, Queens,11358,nawabarinyc.wixsite.com,-
El Vicentino,"43-37 162nd St\, Queens\, NY 11358",(718) 886-7825,43-37 162nd St, Queens,11358,elvincentino.com,-
Joon Omakase,"158-14 Northern Blvd Suite LL1\, Flushing\, NY 11358",(347) 542-3282,158-14 Northern Blvd Suite LL1, Flushing,11358,joonomakase.com,-
Sonamu House (소나무집) Authentic Korean Restaurant BBQ & Soju,"158-15 Northern Blvd\, Queens\, NY 11358",(718) 886-0094,158-15 Northern Blvd, Queens,11358,order.online,-
Fratelli\'s Pizzeria,"40-36 162nd St\, Queens\, NY 11358",(718) 358-7188,40-36 162nd St, Queens,11358,fratellispizzeriamenu.com,-
Mario\'s Pizza & Restaurant,"163-01 29th Ave\, Queens\, NY 11358",(929) 362-3055,163-01 29th Ave, Queens,11358,N/A,-
NY Beer Garden,"158-14 Northern Blvd Suite ML4\, Queens\, NY 11358",(718) 799-0235,158-14 Northern Blvd Suite ML4, Queens,11358,N/A,-
Daesung korean Noodle,"45-04 162nd St\, Flushing\, NY 11358",(718) 460-0088,45-04 162nd St, Flushing,11358,N/A,-
Korean Noodle House,"41-27 162nd St\, Queens\, NY 11358",(718) 445-2100,41-27 162nd St, Queens,11358,ktown.heykorean.com,-
Java Day,"4358 162nd St\, Queens\, NY 11358",(718) 961-5555,4358 162nd St, Queens,11358,N/A,-
When in Bangkok,"161-16 Northern Blvd\, Queens\, NY 11358",(929) 362-2000,161-16 Northern Blvd, Queens,11358,wib-nyc.com,-
Pizza Garden,"17101 Northern Blvd\, Queens\, NY 11358",(718) 461-5151,17101 Northern Blvd, Queens,11358,pizzagarden.com,-
Arirang,"41-04 163rd St\, Flushing\, NY 11358",(718) 321-0185,41-04 163rd St, Flushing,11358,arirangflushing.com,-
Enjoy Sushi,"171-15A Northern Blvd\, Queens\, NY 11358",(347) 506-0046,171-15A Northern Blvd, Queens,11358,enjoysushi.org,-
Parksanbal,"41-10 162nd St\, Queens\, NY 11358",(718) 840-8467,41-10 162nd St, Queens,11358,N/A,-
Mythos Authentic Greek Cuisine,"19629 Northern Blvd\, Queens\, NY 11358",(718) 357-6596,19629 Northern Blvd, Queens,11358,mythosnyc.com,-
Mi Goong,"3574 159th St\, Flushing\, NY 11358",N/A,3574 159th St, Flushing,11358,N/A,-
Returned 1.5 Chicken Ribs,"158-03 Northern Blvd\, Queens\, NY 11358",(917) 285-2772,158-03 Northern Blvd, Queens,11358,business.site,-
Graziella Pizza,"33-25 Francis Lewis Blvd\, Flushing\, NY 11358",(718) 358-4706,33-25 Francis Lewis Blvd, Flushing,11358,graziellapizzamenu.com,-
Taco Bell,"172-12 Northern Blvd\, Queens\, NY 11358",(718) 359-6709,172-12 Northern Blvd, Queens,11358,locations.tacobell.com,-
Fresh Sashimi & Sushi 활어마을,"188-15 Northern Blvd\, Queens\, NY 11358",(347) 542-3844,188-15 Northern Blvd, Queens,11358,N/A,-
Chicken Festival Flushing,"196-17 Northern Blvd\, Queens\, NY 11358",(718) 224-0712,196-17 Northern Blvd, Queens,11358,N/A,-
Nolbu Nolbu New York,"164-25A\, Northern Blvd\, Queens\, NY 11358",(718) 321-1511,Northern Blvd, Queens,11358,N/A,-
Chowon Garden,"156-28 Northern Blvd\, Flushing\, NY 11354",(718) 886-8100,156-28 Northern Blvd, Flushing,11354,N/A,-
Java Day,"160-9 Northern Blvd\, Flushing\, NY 11358",(718) 961-4444,160-9 Northern Blvd, Flushing,11358,javadaycafe.com,-
Basak Chicken,"171-07 Northern Blvd\, Queens\, NY 11358",(718) 353-8484,171-07 Northern Blvd, Queens,11358,N/A,-
OB\'s Cavern,"3627 164th St\, Flushing\, NY 11358",(718) 463-0074,3627 164th St, Flushing,11358,N/A,-
Snack Mood,"19808 33rd Ave\, Queens\, NY 11358",(718) 799-0150,19808 33rd Ave, Queens,11358,snack-mood.business.site,-
Popeyes Louisiana Kitchen,"171-50 Northern Blvd\, Queens\, NY 11358",(845) 669-7789,171-50 Northern Blvd, Queens,11358,popeyes.com,-
BBQ Chicken,"15823 Northern Blvd\, Flushing\, NY 11358",(718) 353-5330,15823 Northern Blvd, Flushing,11358,bbdotqchicken.com,-
Golden Sushi,"171-53 46th Ave\, Queens\, NY 11358",(718) 321-3047,171-53 46th Ave, Queens,11358,N/A,-
소풍잔치 SOPOONG JANCHI,"17104 Northern Blvd\, Queens\, NY 11358",(718) 886-0404,17104 Northern Blvd, Queens,11358,N/A,-
Rahongbu ma la tang,"45-15 162nd St\, Queens\, NY 11358",(929) 432-7777,45-15 162nd St, Queens,11358,N/A,-
Gabriella\'s Family Pizza,"4501 162nd St\, Queens\, NY 11358",(718) 445-8465,4501 162nd St, Queens,11358,gabriellaspizzany.com,-
Yetnal Tongdak,"40-24 162nd St\, Queens\, NY 11358",(718) 539-9292,40-24 162nd St, Queens,11358,facebook.com,-
Matese Pizzeria & Ristorante,"26-15 Francis Lewis Blvd\, Queens\, NY 11358",(718) 352-0298,26-15 Francis Lewis Blvd, Queens,11358,matese-pizza.com,-
Hansol Food,"41-06 162nd St\, Flushing\, NY 11358",(718) 358-0999,41-06 162nd St, Flushing,11358,hansolfood.com,-
Pelicana Chicken,"41-23 162nd St\, Flushing\, NY 11358",(718) 460-8282,41-23 162nd St, Flushing,11358,pelicanausa.com,-
Song Song Kimbab,"162-20 Northern Blvd\, Queens\, NY 11358",(718) 445-4717,162-20 Northern Blvd, Queens,11358,ktown1st.com,-
92chickennnorthernflushing,"150-29 Northern Blvd\, Queens\, NY 11354",(718) 799-0298,150-29 Northern Blvd, Queens,11354,92chickenusa.com,-
Shaku Ramen,"156-30 Northern Blvd\, Queens\, NY 11354",(347) 542-3171,156-30 Northern Blvd, Queens,11354,shakuramen.com,-
RAAZ Hookah Lounge,"192-08 Northern Blvd\, Queens\, NY 11358",(631) 965-3011,192-08 Northern Blvd, Queens,11358,instagram.com,-
하늘 밥상,"151-29 34th Ave\, Queens\, NY 11358",(718) 445-0243,151-29 34th Ave, Queens,11358,N/A,-
La Nueva Amistad,"40-29 162nd St\, Queens\, NY 11358",(718) 463-2477,40-29 162nd St, Queens,11358,N/A,-
Rolly Kimbab,"163-16 Northern Blvd\, Queens\, NY 11358",(718) 661-1544,163-16 Northern Blvd, Queens,11358,rollykimbab.com,-
Picnic Garden BBQ Buffet,"154-05 Northern Blvd\, Flushing\, NY 11354",(718) 358-5959,154-05 Northern Blvd, Flushing,11354,picnicgardennyc.com,-
BB karaoke,"41-03 162nd St\, Queens\, NY 11358",(718) 964-8133,41-03 162nd St, Queens,11358,N/A,-
FIFTY BAY,"150-50 Northern Blvd\, Queens\, NY 11354",(718) 353-2328,150-50 Northern Blvd, Queens,11354,50baynyc.com,-
Nyx Nox,"19210 Northern Blvd\, Queens\, NY 11358",(718) 819-0007,19210 Northern Blvd, Queens,11358,N/A,-
Steve\'s Coffee Shop,"4034 162nd St\, Flushing\, NY 11358",(718) 445-6691,4034 162nd St, Flushing,11358,facebook.com,-
CHEOGOD.ZIP CHICKEN.PIZZA,"160-24A Northern Blvd\, Queens\, NY 11358",(718) 445-0806,160-24A Northern Blvd, Queens,11358,N/A,-
Mokja,"154-17 Roosevelt Ave\, Queens\, NY 11354",(929) 200-7527,154-17 Roosevelt Ave, Queens,11354,jj-bar-bistro.business.site,-
Mediterranean Tastes,"19615 Northern Blvd\, Queens\, NY 11358",(718) 357-8338,19615 Northern Blvd, Queens,11358,N/A,-
Baybridge Szechuan,"208-06 Cross Island Pkwy\, Queens\, NY 11360",(718) 352-8800,208-06 Cross Island Pkwy, Queens,11360,baybridgeszechuanny.com,-
Trattoria 35,"213-15 35th Ave\, Queens\, NY 11361",(718) 352-3800,213-15 35th Ave, Queens,11361,trattoria35.com,-
Mito,"210-35 26th Ave\, Queens\, NY 11360",(718) 819-8817,210-35 26th Ave, Queens,11360,mitoasianfusion.com,-
BKNY Thai Restaurant,"47-11 Francis Lewis Blvd\, Auburndale\, NY 11361",(718) 281-1900,47-11 Francis Lewis Blvd, Auburndale,11361,bknythai.com,-
月满轩月子餐,"25-52 Francis Lewis Blvd\, Queens\, NY 11358",(718) 799-0997,25-52 Francis Lewis Blvd, Queens,11358,N/A,-
Chow Chinese Food,"20503 35th Ave #1245\, Queens\, NY 11361",(347) 836-8887,20503 35th Ave #1245, Queens,11361,chowchinesefood.com,-
Five Guys,"210-33 26th Ave\, Queens\, NY 11360",(718) 225-7600,210-33 26th Ave, Queens,11360,restaurants.fiveguys.com,-
Outback Steakhouse,"2348 Bell Blvd\, Queens\, NY 11360",(718) 819-0908,2348 Bell Blvd, Queens,11360,locations.outback.com,-
Sukiya Ramen & Poke,"199-05 32nd Ave\, Queens\, NY 11358",(718) 873-1238,199-05 32nd Ave, Queens,11358,sukiyaramenpoke.com,-
Boston Market,"23-90 Bell Blvd\, Queens\, NY 11360",(718) 224-1747,23-90 Bell Blvd, Queens,11360,bostonmarket.com,-
AVO TACO,"212-97 26th Ave\, Queens\, NY 11360",(929) 566-1879,212-97 26th Ave, Queens,11360,avotaco.com,-
New Sushi Village,"32-50 Francis Lewis Blvd\, Queens\, NY 11358",(718) 358-2888,32-50 Francis Lewis Blvd, Queens,11358,N/A,-
Rosa Pizza,"212-49 26th Ave\, Queens\, NY 11360",(347) 502-7061,212-49 26th Ave, Queens,11360,rosapizzeriaofbayside.com,-
Ayna Agra,"213-35 39th Ave\, Queens\, NY 11361",(718) 225-1201,213-35 39th Ave, Queens,11361,agrarestaurantnyc.com,-
Cafe 35 at the Bay Club,"1 Bay Club Dr\, Queens\, NY 11360",(718) 819-8687,1 Bay Club Dr, Queens,11360,N/A,-
The Monster Crab all you can eat seafood,"mall lower level\, 211-35 26th Ave Bay terrace\, Bay Terrace\, NY 11360",(718) 819-8218,211-35 26th Ave Bay terrace, Bay Terrace,11360,themonstercrab.com,-
Yoodon,"216-19 Northern Blvd\, Queens\, NY 11361",(718) 819-8468,216-19 Northern Blvd, Queens,11361,yoodonbayside.com,-
